 ,Label,Area,X,Y
45786,9726.0,3933,173.805,1716.707
45787,9726.0,4503,361.889,1757.869
45788,9726.0,4399,442.488,1809.795
45789,9727.0,4576,176.157,803.616
45790,9727.0,3025,480.043,1051.827
45791,9727.0,3863,179.988,1727.327
45792,9727.0,4444,360.158,1776.042
45793,9727.0,4386,443.789,1810.563
45794,9728.0,4607,175.504,859.047
45795,9728.0,3042,481.440,1026.172
45796,9728.0,3968,183.584,1737.803
45797,9728.0,4392,442.903,1808.309
45798,9728.0,4728,357.005,1803.639
45799,9729.0,4448,182.459,916.000
45800,9729.0,2966,481.972,1007.427
45801,9729.0,3850,185.803,1739.466
45802,9729.0,4283,442.254,1807.348
45803,9729.0,4400,351.406,1833.044
45804,9730.0,4502,195.539,972.704
45805,9730.0,2826,482.776,979.518
45806,9730.0,3781,189.066,1736.617
45807,9730.0,4305,441.049,1806.811
45808,9730.0,4385,348.974,1853.904
45809,9731.0,2428,477.626,987.418
45810,9731.0,4556,203.730,1006.502
45811,9731.0,3775,191.798,1733.358
45812,9731.0,4330,439.881,1807.416
45813,9731.0,4231,345.777,1865.327
45814,9732.0,2633,466.484,982.942
45815,9732.0,4524,210.337,1043.886
45816,9732.0,3794,194.294,1727.285
45817,9732.0,4249,438.308,1809.330
45818,9732.0,4043,341.281,1870.744
45819,9733.0,2926,461.064,970.001
45820,9733.0,4465,213.097,1086.017
45821,9733.0,3753,196.475,1721.292
45822,9733.0,4196,435.724,1810.394
45823,9733.0,4110,338.645,1868.585
45824,9734.0,3257,455.239,949.278
45825,9734.0,4488,206.949,1152.303
45826,9734.0,3836,198.049,1710.265
45827,9734.0,4200,434.610,1809.831
45828,9734.0,4133,334.823,1866.573
45829,9735.0,3445,450.789,933.229
45830,9735.0,4526,204.291,1194.644
45831,9735.0,3828,198.735,1699.708
45832,9735.0,4244,433.103,1810.627
45833,9735.0,4197,332.004,1861.602
45834,9736.0,3546,444.606,912.195
45835,9736.0,4374,204.188,1241.587
45836,9736.0,3777,198.607,1690.587
45837,9736.0,4464,429.841,1810.627
45838,9736.0,4284,329.021,1851.296
45839,9737.0,3495,440.349,895.445
45840,9737.0,4597,202.664,1267.450
45841,9737.0,3799,197.843,1689.732
45842,9737.0,4497,428.531,1808.133
45843,9737.0,4336,326.876,1843.185
45844,9738.0,3412,435.994,873.998
45845,9738.0,4533,199.202,1295.583
45846,9738.0,3777,195.576,1687.683
45847,9738.0,4443,427.784,1805.934
45848,9738.0,4218,324.319,1832.046
45849,9739.0,3449,432.594,876.880
45850,9739.0,4600,196.523,1311.113
45851,9739.0,3709,195.407,1687.497
45852,9739.0,4536,426.039,1799.869
45853,9739.0,4163,322.418,1823.263
45854,9740.0,3673,431.818,899.929
45855,9740.0,4607,191.546,1328.092
45856,9740.0,3848,194.033,1687.794
45857,9740.0,4393,425.109,1788.314
45858,9740.0,4251,320.911,1811.483
45859,9741.0,3575,432.614,924.766
45860,9741.0,4577,187.963,1337.184
45861,9741.0,3796,192.112,1692.554
45862,9741.0,4384,424.711,1777.939
45863,9741.0,4495,318.141,1806.461
45864,9742.0,3596,431.925,942.988
45865,9742.0,4560,183.696,1344.927
45866,9742.0,3744,193.832,1696.749
45867,9742.0,4270,424.337,1771.090
45868,9742.0,4276,319.466,1802.218
45869,9743.0,3596,432.490,952.974
45870,9743.0,4550,180.778,1348.681
45871,9743.0,3757,194.374,1699.456
45872,9743.0,4273,422.743,1769.005
45873,9743.0,4390,320.725,1797.721
45874,9744.0,3568,433.731,956.770
45875,9744.0,4673,177.498,1350.315
45876,9744.0,3681,195.760,1699.616
45877,9744.0,4225,422.586,1769.892
45878,9744.0,4389,323.412,1795.139
45879,9745.0,3623,427.732,965.259
45880,9745.0,4576,175.440,1348.834
45881,9745.0,3622,196.904,1697.694
45882,9745.0,4160,420.297,1772.965
45883,9745.0,4265,327.291,1793.665
45884,9746.0,3343,385.741,1003.493
45885,9746.0,4757,172.251,1344.430
45886,9746.0,3627,197.634,1694.021
45887,9746.0,4230,417.725,1778.510
45888,9746.0,4302,334.374,1793.279
45889,9747.0,3347,351.237,1029.957
45890,9747.0,4556,169.716,1340.429
45891,9747.0,3702,198.045,1687.867
45892,9747.0,4332,339.412,1793.169
45893,9747.0,4204,418.954,1786.183
45894,9748.0,3369,318.434,1059.384
45895,9748.0,4519,166.113,1332.722
45896,9748.0,3672,198.623,1679.353
45897,9748.0,4238,418.092,1792.040
45898,9748.0,4183,347.990,1799.538
45899,9749.0,3415,307.931,1075.183
45900,9749.0,4696,163.597,1326.094
45901,9749.0,3595,199.342,1672.574
45902,9749.0,4210,418.678,1795.217
45903,9749.0,4283,354.626,1802.890
45904,9750.0,3417,311.071,1096.494
45905,9750.0,4797,160.699,1315.924
45906,9750.0,3577,200.660,1664.187
45907,9750.0,4372,360.444,1805.559
45908,9750.0,4194,419.444,1802.977
45909,9751.0,3316,317.754,1104.651
45910,9751.0,4837,157.171,1307.198
45911,9751.0,3548,201.547,1658.457
45912,9751.0,4272,420.092,1805.670
45913,9751.0,4287,364.613,1808.188
45914,9752.0,3325,328.531,1106.550
45915,9752.0,4613,148.605,1319.932
45916,9752.0,3647,201.951,1650.475
45917,9752.0,8620,395.692,1805.569
45918,9753.0,3378,337.390,1103.795
45919,9753.0,4539,140.922,1354.981
45920,9753.0,3629,202.021,1642.580
45921,9753.0,8552,397.409,1804.278
45922,9754.0,3396,348.630,1095.375
45923,9754.0,4669,128.333,1400.119
45924,9754.0,3689,202.834,1631.182
45925,9754.0,4350,376.184,1790.573
45926,9754.0,4354,428.329,1810.477
45927,9755.0,3380,355.996,1086.914
45928,9755.0,4677,120.585,1432.380
45929,9755.0,3625,204.012,1623.460
45930,9755.0,4293,378.111,1785.769
45931,9755.0,4312,432.209,1810.951
45932,9756.0,3395,365.287,1072.558
45933,9756.0,4586,106.380,1476.647
45934,9756.0,3572,205.541,1612.013
45935,9756.0,4318,378.736,1773.195
45936,9756.0,4310,433.708,1808.323
45937,9757.0,3336,371.881,1059.963
45938,9757.0,4772,98.572,1503.737
45939,9757.0,3603,206.875,1601.563
45940,9757.0,4440,380.173,1769.028
45941,9757.0,4322,434.957,1806.865
45942,9758.0,3333,379.257,1042.072
45943,9758.0,4868,94.063,1544.978
45944,9758.0,3652,208.325,1586.569
45945,9758.0,4528,381.227,1771.356
45946,9758.0,4317,438.067,1809.384
45947,9759.0,3323,385.628,1042.206
45948,9759.0,4795,93.588,1576.712
45949,9759.0,3654,208.584,1574.409
45950,9759.0,4550,381.575,1775.300
45951,9759.0,4489,438.258,1808.366
45952,9760.0,3422,388.587,1082.057
45953,9760.0,3768,208.707,1556.853
45954,9760.0,4886,98.027,1613.131
45955,9760.0,4405,380.164,1788.611
45956,9760.0,4511,439.670,1812.203
45957,9761.0,3423,387.384,1116.430
45958,9761.0,3709,209.002,1543.457
45959,9761.0,4834,104.755,1641.082
45960,9761.0,4251,382.746,1795.966
45961,9761.0,4396,442.277,1819.319
45962,9762.0,3398,385.261,1170.632
45963,9762.0,3641,209.400,1527.383
45964,9762.0,4691,112.533,1678.351
45965,9762.0,4430,384.318,1800.816
45966,9762.0,4500,443.551,1823.915
45967,9763.0,3548,394.403,1207.804
45968,9763.0,3722,209.896,1517.979
45969,9763.0,4764,118.500,1700.032
45970,9763.0,4398,384.736,1804.917
45971,9763.0,4220,444.889,1827.936
45972,9764.0,3509,411.034,1243.113
45973,9764.0,3774,210.813,1503.109
45974,9764.0,4774,124.874,1724.060
45975,9764.0,4298,386.734,1803.566
45976,9764.0,4405,447.194,1837.186
45977,9765.0,3531,425.350,1259.818
45978,9765.0,3682,212.085,1492.117
45979,9765.0,4868,128.339,1735.959
45980,9765.0,4420,387.919,1798.682
45981,9765.0,4435,448.162,1840.316
45982,9766.0,3526,443.380,1272.715
45983,9766.0,3695,214.941,1481.791
45984,9766.0,4868,132.961,1750.908
45985,9766.0,4542,388.925,1792.367
45986,9766.0,4530,451.102,1849.477
45987,9767.0,3439,455.722,1276.219
45988,9767.0,3643,216.919,1471.664
45989,9767.0,4891,135.330,1756.918
45990,9767.0,4492,389.960,1784.140
45991,9767.0,4415,451.517,1851.857
45992,9768.0,2816,465.392,1265.146
45993,9768.0,3564,220.519,1459.393
45994,9768.0,4867,138.033,1761.905
45995,9768.0,4570,391.114,1773.984
45996,9768.0,4570,456.127,1856.474
45997,9769.0,2470,472.189,1254.051
45998,9769.0,3562,223.566,1449.014
45999,9769.0,4799,140.858,1767.695
46000,9769.0,4612,391.366,1768.984
46001,9769.0,4351,457.024,1856.173
46002,9770.0,2270,476.894,1277.213
46003,9770.0,3575,228.143,1437.287
46004,9770.0,4692,144.636,1783.487
46005,9770.0,4469,392.589,1758.651
46006,9770.0,4387,458.610,1851.115
46007,9771.0,2511,468.899,1284.206
46008,9771.0,3537,230.964,1428.768
46009,9771.0,4496,394.052,1753.348
46010,9771.0,4708,149.907,1796.600
46011,9771.0,4399,463.249,1854.535
46012,9772.0,3053,459.361,1270.214
46013,9772.0,3625,234.500,1425.304
46014,9772.0,4595,394.639,1748.657
46015,9772.0,4615,160.297,1818.909
46016,9772.0,4416,463.963,1849.184
46017,9773.0,3368,454.255,1255.037
46018,9773.0,3631,233.520,1429.453
46019,9773.0,4547,392.898,1753.647
46020,9773.0,4746,170.726,1832.750
46021,9773.0,4568,464.220,1840.219
46022,9774.0,3509,444.717,1238.996
46023,9774.0,3710,225.423,1433.804
46024,9774.0,4566,392.531,1754.244
46025,9774.0,4708,183.767,1845.362
46026,9774.0,4511,463.986,1827.011
46027,9775.0,3470,437.341,1226.324
46028,9775.0,3790,214.043,1435.850
46029,9775.0,4646,391.988,1756.571
46030,9775.0,4712,464.597,1814.270
46031,9775.0,4753,191.155,1847.465
46032,9776.0,3457,428.008,1208.035
46033,9776.0,3854,195.942,1439.280
46034,9776.0,4345,392.165,1761.250
46035,9776.0,5052,466.846,1810.187
46036,9776.0,4929,206.994,1855.317
46037,9777.0,3467,421.433,1193.566
46038,9777.0,3987,179.667,1441.762
46039,9777.0,4429,393.677,1760.737
46040,9777.0,4951,464.652,1802.765
46041,9777.0,5134,213.776,1847.518
46042,9778.0,3395,414.283,1171.777
46043,9778.0,3988,165.924,1441.596
46044,9778.0,4537,395.599,1752.712
46045,9778.0,4976,462.276,1801.032
46046,9778.0,5170,227.642,1827.141
46047,9779.0,3427,410.220,1152.975
46048,9779.0,3804,161.835,1445.285
46049,9779.0,4533,397.253,1747.463
46050,9779.0,4618,461.381,1799.068
46051,9779.0,5130,235.241,1806.896
46052,9780.0,3398,402.664,1129.516
46053,9780.0,3800,163.600,1450.427
46054,9780.0,4238,398.987,1740.790
46055,9780.0,4664,457.837,1799.295
46056,9780.0,5115,241.009,1775.540
46057,9781.0,3344,385.932,1123.582
46058,9781.0,3774,164.888,1454.224
46059,9781.0,4321,400.445,1732.304
46060,9781.0,4766,254.847,1746.538
46061,9781.0,4484,453.373,1798.044
46062,9782.0,3233,346.983,1131.225
46063,9782.0,3651,167.851,1455.553
46064,9782.0,4328,402.477,1720.711
46065,9782.0,4922,264.006,1705.779
46066,9782.0,4373,451.465,1799.671
46067,9783.0,3208,316.450,1142.556
46068,9783.0,3690,170.759,1460.338
46069,9783.0,4813,276.698,1666.651
46070,9783.0,4494,404.349,1711.340
46071,9783.0,4365,449.701,1799.288
46072,9784.0,3255,286.550,1167.231
46073,9784.0,3607,173.091,1466.341
46074,9784.0,4868,291.035,1620.974
46075,9784.0,8903,427.216,1749.308
46076,9785.0,3341,270.923,1182.865
46077,9785.0,3616,176.224,1465.843
46078,9785.0,4855,302.603,1583.299
46079,9785.0,4386,408.135,1690.850
46080,9785.0,4489,446.897,1799.139
46081,9786.0,3302,259.176,1200.472
46082,9786.0,3553,180.965,1462.979
46083,9786.0,4824,319.804,1520.712
46084,9786.0,8552,427.841,1746.377
46085,9787.0,3235,253.676,1208.962
46086,9787.0,3560,184.507,1457.515
46087,9787.0,4775,328.602,1457.854
46088,9787.0,8992,429.814,1749.433
46089,9788.0,3221,249.165,1213.758
46090,9788.0,4735,335.002,1371.838
46091,9788.0,3558,188.821,1449.885
46092,9788.0,8789,429.964,1764.997
46093,9789.0,3096,246.209,1215.841
46094,9789.0,4607,337.187,1297.333
46095,9789.0,3550,191.435,1443.015
46096,9789.0,9281,429.649,1774.024
46097,9790.0,3183,243.302,1216.412
46098,9790.0,4687,338.830,1205.860
46099,9790.0,3556,193.847,1431.670
46100,9790.0,8476,424.667,1788.210
46101,9791.0,4654,342.742,1142.815
46102,9791.0,3049,241.826,1235.274
46103,9791.0,3677,194.950,1425.910
46104,9791.0,9009,421.068,1794.821
46105,9792.0,4638,348.650,1066.097
46106,9792.0,3113,248.115,1276.496
46107,9792.0,3579,195.439,1414.492
46108,9792.0,9089,415.802,1802.808
46109,9793.0,4696,353.881,1013.840
46110,9793.0,3142,259.195,1316.288
46111,9793.0,3738,194.819,1406.962
46112,9793.0,8667,412.721,1808.483
46113,9794.0,4673,355.960,938.952
46114,9794.0,3534,193.063,1394.454
46115,9794.0,3264,294.163,1374.311
46116,9794.0,8668,408.788,1807.506
46117,9795.0,4643,330.324,873.886
46118,9795.0,3626,191.987,1388.259
46119,9795.0,3298,328.288,1416.134
46120,9795.0,4474,431.058,1804.875
46121,9795.0,4258,379.229,1804.892
46122,9796.0,4518,291.789,793.079
46123,9796.0,3582,187.750,1384.118
46124,9796.0,3306,368.437,1468.610
46125,9796.0,4499,428.624,1797.475
46126,9796.0,4070,374.319,1799.853
46127,9797.0,4468,270.905,740.560
46128,9797.0,3593,183.857,1378.753
46129,9797.0,3402,395.432,1497.541
46130,9797.0,4588,427.605,1786.349
46131,9797.0,4139,370.703,1793.048
46132,9798.0,4477,248.614,676.886
46133,9798.0,3568,178.954,1372.209
46134,9798.0,3411,427.642,1524.484
46135,9798.0,8814,397.410,1778.659
46136,9799.0,4581,226.000,632.118
46137,9799.0,3585,175.000,1367.801
46138,9799.0,3306,448.681,1533.514
46139,9799.0,4473,425.621,1770.813
46140,9799.0,4194,362.359,1778.536
46141,9800.0,4486,188.611,612.894
46142,9800.0,3703,167.499,1379.172
46143,9800.0,2710,465.416,1525.966
46144,9800.0,4483,422.860,1770.388
46145,9800.0,4128,359.526,1769.119
46146,9801.0,4592,168.014,613.541
46147,9801.0,3667,167.268,1397.188
46148,9801.0,2669,473.839,1522.229
46149,9801.0,4086,357.597,1763.062
46150,9801.0,4538,423.305,1772.749
46151,9802.0,4422,148.211,617.037
46152,9802.0,3651,165.005,1418.837
46153,9802.0,2828,478.195,1515.652
46154,9802.0,4498,419.729,1773.442
46155,9802.0,4433,354.695,1760.170
46156,9803.0,4500,140.361,629.599
46157,9803.0,3520,164.595,1430.921
46158,9803.0,2841,479.501,1509.307
46159,9803.0,4402,354.371,1765.007
46160,9803.0,4413,418.014,1776.831
46161,9804.0,4534,144.976,661.536
46162,9804.0,3543,166.154,1442.483
46163,9804.0,2910,480.434,1499.076
46164,9804.0,4370,413.223,1780.233
46165,9804.0,4288,355.018,1784.110
46166,9805.0,4449,157.256,704.214
46167,9805.0,3613,167.311,1447.634
46168,9805.0,3018,480.352,1487.953
46169,9805.0,4261,409.755,1782.506
46170,9805.0,4144,358.461,1801.250
46171,9806.0,4392,172.321,774.340
46172,9806.0,3564,169.322,1450.601
46173,9806.0,3379,479.630,1498.959
46174,9806.0,8252,386.026,1801.636
46175,9807.0,4520,180.248,819.812
46176,9807.0,3666,170.619,1451.169
46177,9807.0,3226,474.603,1495.252
46178,9807.0,8259,385.587,1807.100
46179,9808.0,4560,184.652,881.916
46180,9808.0,3518,172.091,1448.420
46181,9808.0,3432,469.692,1478.538
46182,9808.0,8249,385.270,1806.352
46183,9809.0,4472,187.165,933.538
46184,9809.0,3546,173.075,1445.096
46185,9809.0,3531,466.477,1464.794
46186,9809.0,8276,385.256,1802.012
46187,9810.0,4414,190.642,996.112
46188,9810.0,3444,174.136,1442.317
46189,9810.0,3567,462.536,1448.464
46190,9810.0,7489,385.122,1799.104
46191,9811.0,4526,192.686,1033.262
46192,9811.0,3531,460.748,1433.770
46193,9811.0,3622,174.422,1440.979
46194,9811.0,6917,384.910,1797.073
46195,9812.0,4512,191.698,1069.566
46196,9812.0,3502,459.202,1411.579
46197,9812.0,3520,175.962,1440.996
46198,9812.0,6592,383.305,1788.346
46199,9813.0,4490,188.588,1090.440
46200,9813.0,3498,458.493,1396.520
46201,9813.0,3548,177.021,1442.819
46202,9813.0,6391,383.856,1785.124
46203,9814.0,4578,182.339,1111.783
46204,9814.0,3465,457.828,1371.760
46205,9814.0,3577,180.867,1453.953
46206,9814.0,6150,382.325,1784.597
46207,9815.0,4587,177.341,1124.055
46208,9815.0,3485,458.022,1352.750
46209,9815.0,3492,187.033,1465.246
46210,9815.0,6283,383.439,1779.336
46211,9816.0,4576,171.869,1136.722
46212,9816.0,3541,457.858,1328.161
46213,9816.0,3563,194.198,1488.650
46214,9816.0,6120,383.727,1784.237
46215,9817.0,4607,168.979,1143.222
46216,9817.0,3404,458.125,1312.174
46217,9817.0,3591,200.560,1512.217
46218,9817.0,6168,385.714,1778.676
46219,9818.0,4577,164.936,1147.186
46220,9818.0,3344,458.511,1287.350
46221,9818.0,3630,206.126,1546.862
46222,9818.0,6400,387.517,1774.177
46223,9819.0,4441,161.790,1156.686
46224,9819.0,3363,459.067,1266.844
46225,9819.0,3673,206.330,1573.104
46226,9819.0,6545,389.551,1769.566
46227,9820.0,4389,158.134,1190.871
46228,9820.0,3417,460.322,1241.578
46229,9820.0,3700,206.188,1603.920
46230,9820.0,6645,391.355,1773.174
46231,9821.0,4534,153.918,1227.146
46232,9821.0,3340,460.563,1222.262
46233,9821.0,3684,203.894,1629.804
46234,9821.0,6925,393.738,1772.382
46235,9822.0,3516,461.829,1190.374
46236,9822.0,4540,145.784,1294.648
46237,9822.0,3675,202.102,1656.935
46238,9822.0,6591,395.646,1776.297
46239,9823.0,3456,461.287,1171.038
46240,9823.0,4624,143.760,1338.657
46241,9823.0,3724,200.844,1672.684
46242,9823.0,7087,397.072,1786.091
46243,9824.0,3329,451.906,1156.538
46244,9824.0,4558,140.471,1387.998
46245,9824.0,3716,199.332,1688.836
46246,9824.0,7281,398.128,1787.672
46247,9825.0,3459,443.738,1142.374
46248,9825.0,4578,136.835,1414.785
46249,9825.0,3745,197.964,1695.494
46250,9825.0,6444,397.518,1799.164
46251,9826.0,3431,432.802,1123.778
46252,9826.0,4708,133.448,1443.372
46253,9826.0,3687,194.774,1702.437
46254,9826.0,6937,397.483,1800.885
46255,9827.0,3377,426.788,1107.491
46256,9827.0,4673,131.818,1459.765
46257,9827.0,3733,192.991,1706.079
46258,9827.0,6684,396.951,1807.397
46259,9828.0,3367,416.820,1085.109
46260,9828.0,4616,129.677,1476.342
46261,9828.0,3785,191.039,1707.388
46262,9828.0,7171,396.339,1813.100
46263,9829.0,3285,392.032,1074.104
46264,9829.0,4632,128.533,1485.603
46265,9829.0,3798,189.107,1709.293
46266,9829.0,7076,396.007,1822.840
46267,9830.0,3243,344.698,1065.655
46268,9830.0,4774,127.288,1492.524
46269,9830.0,3829,187.852,1715.661
46270,9830.0,8099,395.774,1826.440
46271,9831.0,3191,310.068,1062.939
46272,9831.0,4679,126.110,1497.491
46273,9831.0,3872,185.243,1717.770
46274,9831.0,8292,396.545,1827.750
46275,9832.0,3161,280.547,1070.282
46276,9832.0,4609,124.288,1500.379
46277,9832.0,3748,181.869,1721.478
46278,9832.0,8577,399.758,1829.094
46279,9833.0,3233,267.479,1078.108
46280,9833.0,4727,123.379,1500.155
46281,9833.0,3714,180.229,1723.140
46282,9833.0,8569,402.564,1831.145
46283,9834.0,3173,257.024,1082.763
46284,9834.0,4678,122.489,1499.432
46285,9834.0,3883,179.142,1721.324
46286,9834.0,4049,373.688,1823.559
46287,9834.0,4344,440.974,1853.414
46288,9835.0,3167,253.425,1084.079
46289,9835.0,4648,122.193,1495.855
46290,9835.0,3758,177.895,1724.451
46291,9835.0,4028,373.665,1832.620
46292,9835.0,4313,446.056,1849.969
46293,9836.0,3132,261.940,1097.062
46294,9836.0,4651,121.779,1490.597
46295,9836.0,3679,178.101,1727.270
46296,9836.0,4145,375.748,1844.687
46297,9836.0,4124,456.711,1850.509
46298,9837.0,3116,282.908,1124.363
46299,9837.0,4688,121.256,1485.097
46300,9837.0,3772,177.651,1725.435
46301,9837.0,4102,459.098,1843.784
46302,9837.0,4256,374.273,1857.931
46303,9838.0,3203,320.903,1155.840
46304,9838.0,4860,125.941,1488.606
46305,9838.0,3947,175.522,1729.752
46306,9838.0,4208,460.630,1830.978
46307,9838.0,4195,371.932,1871.263
46308,9839.0,3257,348.218,1173.291
46309,9839.0,4831,138.956,1490.833
46310,9839.0,4071,169.732,1722.422
46311,9839.0,4388,461.718,1819.495
46312,9839.0,4315,366.786,1874.701
46313,9840.0,3310,381.240,1185.093
46314,9840.0,4685,161.141,1489.225
46315,9840.0,4149,157.711,1705.441
46316,9840.0,4331,460.792,1800.542
46317,9840.0,4309,358.223,1875.655
46318,9841.0,3377,401.992,1188.307
46319,9841.0,4597,177.968,1488.377
46320,9841.0,4204,145.477,1688.755
46321,9841.0,4352,459.422,1787.492
46322,9841.0,4186,351.511,1871.830
46323,9842.0,3368,426.613,1186.458
46324,9842.0,4660,195.771,1482.121
46325,9842.0,4111,129.158,1664.158
46326,9842.0,4478,465.569,1786.919
46327,9842.0,4177,343.982,1861.310
46328,9843.0,3370,443.548,1182.255
46329,9843.0,4606,210.861,1478.496
46330,9843.0,4152,112.167,1647.924
46331,9843.0,4401,464.794,1781.302
46332,9843.0,4184,337.083,1854.911
46333,9844.0,2886,456.588,1164.457
46334,9844.0,4600,227.631,1470.209
46335,9844.0,4165,84.791,1636.748
46336,9844.0,4377,463.983,1779.439
46337,9844.0,4290,328.998,1842.651
46338,9845.0,3228,471.941,1162.800
46339,9845.0,4648,239.211,1463.031
46340,9845.0,4265,75.950,1634.504
46341,9845.0,4638,466.302,1783.253
46342,9845.0,4293,324.374,1832.624
46343,9846.0,3165,475.747,1171.279
46344,9846.0,4634,253.469,1452.021
46345,9846.0,4280,69.571,1631.693
46346,9846.0,4451,461.429,1785.265
46347,9846.0,4315,319.676,1816.419
46348,9847.0,3346,472.379,1174.886
46349,9847.0,4596,263.138,1442.433
46350,9847.0,4150,66.800,1631.096
46351,9847.0,4550,461.573,1792.864
46352,9847.0,4301,316.959,1805.004
46353,9848.0,3649,468.129,1167.344
46354,9848.0,4668,274.894,1429.137
46355,9848.0,4198,65.904,1631.870
46356,9848.0,4303,314.226,1788.845
46357,9848.0,4620,458.710,1795.489
46358,9849.0,3641,464.527,1161.068
46359,9849.0,4680,282.672,1418.193
46360,9849.0,4132,67.475,1631.631
46361,9849.0,4391,312.358,1776.160
46362,9849.0,4634,457.271,1800.678
46363,9850.0,3551,459.333,1152.117
46364,9850.0,4724,290.200,1401.867
46365,9850.0,4004,70.268,1625.049
46366,9850.0,4393,309.497,1761.853
46367,9850.0,4454,456.084,1802.109
46368,9851.0,3592,455.311,1142.898
46369,9851.0,4665,299.880,1394.921
46370,9851.0,3979,72.516,1618.192
46371,9851.0,4521,308.222,1751.810
46372,9851.0,4611,455.249,1801.445
46373,9852.0,3516,450.228,1127.598
46374,9852.0,4815,312.905,1392.926
46375,9852.0,3856,75.723,1608.648
46376,9852.0,4403,304.320,1748.646
46377,9852.0,4319,453.398,1799.792
46378,9853.0,3508,446.710,1113.373
46379,9853.0,4694,322.171,1395.944
46380,9853.0,4117,77.501,1594.692
46381,9853.0,4337,306.308,1747.283
46382,9853.0,4189,454.569,1801.855
46383,9854.0,3428,442.498,1091.693
46384,9854.0,4692,334.691,1396.948
46385,9854.0,4044,83.864,1591.542
46386,9854.0,4618,307.745,1749.151
46387,9854.0,4567,455.046,1805.033
46388,9855.0,3455,438.952,1075.660
46389,9855.0,4779,341.573,1397.252
46390,9855.0,4086,90.190,1590.440
46391,9855.0,4623,309.245,1753.580
46392,9855.0,4345,454.767,1805.932
46393,9856.0,3412,435.319,1052.459
46394,9856.0,4744,348.458,1394.651
46395,9856.0,3973,99.954,1592.041
46396,9856.0,4356,315.309,1755.371
46397,9856.0,4567,455.249,1807.676
46398,9857.0,3420,432.755,1033.971
46399,9857.0,4733,352.779,1392.609
46400,9857.0,4003,106.138,1592.249
46401,9857.0,4354,319.728,1758.339
46402,9857.0,4407,453.975,1809.537
46403,9858.0,3391,428.988,1012.639
46404,9858.0,4721,358.141,1387.803
46405,9858.0,3899,115.171,1592.137
46406,9858.0,4483,325.688,1771.983
46407,9858.0,4445,456.009,1814.937
46408,9859.0,3423,426.048,996.831
46409,9859.0,4728,361.664,1382.243
46410,9859.0,3919,121.165,1593.865
46411,9859.0,4291,332.280,1778.662
46412,9859.0,4401,454.721,1813.999
46413,9860.0,3405,422.573,973.412
46414,9860.0,4682,366.465,1374.650
46415,9860.0,3886,129.142,1595.383
46416,9860.0,4358,337.413,1786.474
46417,9860.0,4307,459.135,1822.863
46418,9861.0,3349,419.390,956.489
46419,9861.0,4731,369.063,1367.775
46420,9861.0,3864,134.252,1595.541
46421,9861.0,4324,340.230,1795.365
46422,9861.0,4250,458.934,1821.468
46423,9862.0,3397,416.343,931.231
46424,9862.0,4876,371.643,1358.123
46425,9862.0,3794,139.996,1596.429
46426,9862.0,4438,344.995,1797.420
46427,9862.0,4305,460.516,1820.868
46428,9863.0,3508,413.706,912.777
46429,9863.0,4667,372.944,1349.391
46430,9863.0,3824,144.259,1593.686
46431,9863.0,4459,348.349,1796.471
46432,9863.0,4372,462.208,1821.077
46433,9864.0,3486,411.150,886.112
46434,9864.0,4903,373.972,1337.645
46435,9864.0,3814,150.533,1600.378
46436,9864.0,4303,352.239,1795.368
46437,9864.0,4270,460.017,1820.687
46438,9865.0,3484,408.387,866.891
46439,9865.0,4822,374.001,1329.378
46440,9865.0,3740,156.218,1599.693
46441,9865.0,4175,354.336,1792.577
46442,9865.0,4474,462.414,1829.154
46443,9866.0,3464,404.763,841.289
46444,9866.0,4974,374.159,1316.220
46445,9866.0,3761,162.439,1603.644
46446,9866.0,4158,356.646,1785.607
46447,9866.0,4437,459.081,1830.060
46448,9867.0,3426,399.500,827.006
46449,9867.0,4876,373.854,1305.802
46450,9867.0,3763,168.269,1606.844
46451,9867.0,4187,357.705,1778.317
46452,9867.0,4526,457.423,1830.238
46453,9868.0,3426,391.373,807.693
46454,9868.0,4916,372.498,1289.867
46455,9868.0,3750,173.331,1608.525
46456,9868.0,4267,358.791,1769.237
46457,9868.0,4335,456.203,1827.591
46458,9869.0,3375,385.851,792.092
46459,9869.0,4926,371.085,1278.240
46460,9869.0,3705,177.817,1611.712
46461,9869.0,4218,359.446,1761.356
46462,9869.0,4379,455.267,1829.440
46463,9870.0,3360,379.845,769.804
46464,9870.0,4935,367.617,1260.966
46465,9870.0,3679,182.342,1616.376
46466,9870.0,4216,360.406,1751.744
46467,9870.0,4434,457.552,1835.240
46468,9871.0,3323,375.905,751.262
46469,9871.0,4843,364.107,1256.361
46470,9871.0,3725,185.042,1619.701
46471,9871.0,4184,360.704,1743.526
46472,9871.0,4290,457.571,1834.584
46473,9872.0,3290,371.211,726.795
46474,9872.0,4841,352.593,1259.905
46475,9872.0,3705,188.709,1620.136
46476,9872.0,4204,360.920,1734.145
46477,9872.0,4322,458.753,1834.044
46478,9873.0,3310,367.514,708.013
46479,9873.0,4711,343.762,1268.095
46480,9873.0,3628,190.653,1618.284
46481,9873.0,4475,361.238,1726.025
46482,9873.0,4353,462.400,1836.002
46483,9874.0,3334,363.176,682.574
46484,9874.0,4669,323.453,1280.210
46485,9874.0,3698,192.307,1619.453
46486,9874.0,4419,360.655,1722.700
